Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,Source Zipcode,Class Code,PBC Code,Business Start Date,Location Start Date,Mail Address,Business Location
0424003-03-001,0424003,Dunphy Gowran Trading Llc,Celtic Coffee Company,142 Mcallister St,94102,08,5800,01/01/2008 12:00:00 AM,04/01/2008 12:00:00 AM,142 Mcallister St,"142 MCALLISTER ST
San Francisco, CA 94102
(37.78083, -122.41445)"
0424103-01-001,0424103,Mavi Foods Inc,India Palace Restaurant,1740 Fillmore St,94115,08,5800,12/01/2007 12:00:00 AM,12/01/2007 12:00:00 AM,1740 Fillmore St,"1740 FILLMORE ST
San Francisco, CA 94115
(37.785774, -122.433218)"
0424168-01-001,0424168,Muse And Sage Inc,The Sage Cafe,340 Grove St,94102,08,5800,01/18/2008 12:00:00 AM,04/10/2013 12:00:00 AM,112 Plymouth Cir,"340 GROVE ST
San Francisco, CA 94102
(37.777908, -122.422413)"
0424223-01-001,0424223,La Victoria Bakery Corp,La Victoria Bakery Corp,2937 24th St,94110,08,5800,01/01/2007 12:00:00 AM,01/01/2007 12:00:00 AM,2937  24th St,"2937 24TH ST
San Francisco, CA 94110
(37.75271, -122.410688)"
0424223-01-002,0424223,La Victoria Bakery Corp,La Victoria Bakery Corp,1215 Alabama St,94110,08,5800,01/01/2007 12:00:00 AM,01/01/2007 12:00:00 AM,2937  24th St,"1215 ALABAMA ST
San Francisco, CA 94110
(37.752463, -122.410937)"
0424236-01-001,0424236,Panchal Pranav,Subway Sandwich #29398,163 Main St,94105,08,3079,12/26/2007 12:00:00 AM,12/26/2007 12:00:00 AM,37612 Canterbury St,"163 MAIN ST
San Francisco, CA 94105
(37.791005, -122.393888)"
0424261-01-001,0424261,Triple J's Cheesesteaks Inc,Jay's Cheesesteaks,3285 21st St,94110,08,5800,01/01/2008 12:00:00 AM,01/01/2008 12:00:00 AM,3285 21st St,"3285 21ST ST
San Francisco, CA 94110
(37.756936, -122.420826)"
0424341-01-001,0424341,2e Shqair Inc,Mid City Market,868 Geary St,94109,08,5800,12/01/2007 12:00:00 AM,12/01/2007 12:00:00 AM,868 Geary St,"868 GEARY ST
San Francisco, CA 94109
(37.786168, -122.417605)"
0424341-03-001,0424341,2e Shqair Inc,Los Hermanos Taqueria,868 Geary St,94109,08,5800,12/01/2007 12:00:00 AM,02/26/2014 12:00:00 AM,868 Geary St,"868 GEARY ST
San Francisco, CA 94109
(37.786168, -122.417605)"
0424426-01-001,0424426,Ybl Restaurant Group Llc,Tropisueno,75 Yerba Buena Ln,94109,08,5812,01/01/2008 12:00:00 AM,07/20/2009 12:00:00 AM,75 Yerba Buena Lane,"75 YERBA BUENA LN
San Francisco, CA 94109
(37.78546, -122.403937)"
0424495-02-001,0424495,Kim John,Whiz-Burger,700 South Van Ness Ave,94110,08,3079,05/01/2013 12:00:00 AM,05/01/2013 12:00:00 AM,700 South Van Ness Ave,"700 SOUTH VAN NESS AVE
San Francisco, CA 94110
(37.761756, -122.417161)"
0424506-01-001,0424506,Verrotta Llc,Poesia,4072 18th St,94114,08,5800,01/07/2008 12:00:00 AM,01/07/2008 12:00:00 AM,4072 18th St,"4072 18TH ST
San Francisco, CA 94114
(37.760933, -122.434302)"
0424520-01-001,0424520,Vk Industries Inc,Kasa Indian Eatery,4001 18th St,94114,08,5800,01/09/2008 12:00:00 AM,01/09/2008 12:00:00 AM,4001 18th St,"4001 18TH ST
San Francisco, CA 94114
(37.761012, -122.432968)"
0424520-01-002,0424520,Vk Industries Inc,Kasa Indian Eatery,1356 Polk St,94109,08,5800,01/09/2008 12:00:00 AM,06/20/2013 12:00:00 AM,4001 18th St,"1356 POLK ST
San Francisco, CA 94109
(37.789345, -122.420445)"
0424520-03-001,0424520,Vk Industries Inc,Kasa Indian Truck,4001 18th St,94114,08,5800,01/09/2008 12:00:00 AM,07/01/2011 12:00:00 AM,4001 18th St,"4001 18TH ST
San Francisco, CA 94114
(37.761012, -122.432968)"
0424520-04-001,0424520,Vk Industries Inc,Kasa Indian Truck 2,4001 18th St,94114,08,5800,01/09/2008 12:00:00 AM,02/06/2012 12:00:00 AM,4001 18th St,"4001 18TH ST
San Francisco, CA 94114
(37.761012, -122.432968)"
0424545-01-001,0424545,Hogan Bars Inc,Chug Pub,1849 Lincoln Wy,94122,08,5800,01/01/2008 12:00:00 AM,01/01/2008 12:00:00 AM,1849 Lincoln Way,"1849 LINCOLN WY
San Francisco, CA 94122
(37.765398, -122.477756)"
0424547-01-001,0424547,Zhou Ping,Shanghai China Restaurant,1559 Mission St,94103,08,3079,01/16/2008 12:00:00 AM,01/16/2008 12:00:00 AM,1559 Mission St,"1559 MISSION ST
San Francisco, CA 94103
(37.773215, -122.418294)"
0424600-01-001,0424600,Go Vegan Sf Inc,Go Vegan Sf,400 Hyde St 305,94109,08,5800,01/16/2008 12:00:00 AM,01/16/2008 12:00:00 AM,2215 R Market St Pmb 419,"400 HYDE ST
San Francisco, CA 94109
(37.784659, -122.416129)"
0424600-02-001,0424600,Go Vegan Sf Inc,Thrive * A Living Cafe,400 Hyde St 305,94109,08,5800,01/16/2008 12:00:00 AM,01/16/2008 12:00:00 AM,2215 R Market St Pmb 419,"400 HYDE ST
San Francisco, CA 94109
(37.784659, -122.416129)"
0424600-03-001,0424600,Go Vegan Sf Inc,Sweet Ride Cafe,400 Hyde St 305,94109,08,5800,01/16/2008 12:00:00 AM,01/16/2008 12:00:00 AM,2215 R Market St Pmb 419,"400 HYDE ST
San Francisco, CA 94109
(37.784659, -122.416129)"
0424659-02-001,0424659,J & H Breakfastology Inc,Sweet Maple Coffee Shop,2101 Sutter St,94115,08,5800,01/02/2008 12:00:00 AM,08/01/2010 12:00:00 AM,2101 Sutter St,"2101 SUTTER ST
San Francisco, CA 94115
(37.785857, -122.435113)"
0424738-01-001,0424738,Yoo Jae H,A K Meat,2346 Clement St,94121,08,3079,02/01/2008 12:00:00 AM,02/01/2008 12:00:00 AM,2346 Clement St,"2346 CLEMENT ST
San Francisco, CA 94121
(37.782025, -122.484609)"
0424802-01-001,0424802,3 Of A Kind Corp,Double Decker,465 Grove St,94102,08,5800,01/17/2008 12:00:00 AM,01/17/2008 12:00:00 AM,465 Grove St,"465 GROVE ST
San Francisco, CA 94102
(37.777694, -122.424099)"
0424906-01-001,0424906,Aa&m Enterprises Inc,Irving Cafe & Deli,2146 Irving St,94122,08,5800,01/01/2008 12:00:00 AM,01/01/2008 12:00:00 AM,2146 Irving St,"2146 IRVING ST
San Francisco, CA 94122
(37.763414, -122.480844)"
0424950-01-001,0424950,"Fukuda,tamiko/ Murata,yasuyuki",Muracci's Japanese Restaurant,307 Kearny St,94108,08,3079,01/23/2008 12:00:00 AM,01/23/2008 12:00:00 AM,307 Kearny St,"307 KEARNY ST
San Francisco, CA 94108
(37.790908, -122.404079)"
0424993-01-001,0424993,Humphry Slocombe Llc,Humphry Slocombe Llc,2790 Harrison St,94110,08,5800,02/01/2008 12:00:00 AM,02/01/2008 12:00:00 AM,2790a Harrison Street,"2790 HARRISON ST
San Francisco, CA 94110
(37.752768, -122.411895)"
0424993-01-002,0424993,Humphry Slocombe Llc,Humphry Slocombe Llc,1 Ferry Building,94111,08,5800,02/01/2008 12:00:00 AM,11/07/2011 12:00:00 AM,2790a Harrison Street,"1 FERRY
BUILDING San Francisco, CA 94111
"
0425032-01-001,0425032,The Grind Cafe Inc,The Grind Cafe,783 Haight St,94117,08,5800,01/01/2008 12:00:00 AM,01/01/2008 12:00:00 AM,783 Haight St,"783 HAIGHT ST
San Francisco, CA 94117
(37.771509, -122.435128)"
0425103-01-001,0425103,Li Qing Xiang,Menkee Wonton,1701 Noriega St,94122,08,3079,01/28/2008 12:00:00 AM,01/28/2008 12:00:00 AM,1701 Noriega St,"1701 NORIEGA ST
San Francisco, CA 94122
(37.753997, -122.482028)"
0425249-01-999,0425249,Franco Rene H,James Standfield Catering,425 Littlefield Ave,94080,08,3079,07/31/2007 12:00:00 AM,07/31/2007 12:00:00 AM,425 Littlefield Ave,"425 LITTLEFIELD AVE S
SAN FRAN, CA 94080
(37.649841, -122.39442)"
0425249-03-001,0425249,Franco Rene H,James Standfield Catering,155 Fifth St,94102,08,3079,07/31/2007 12:00:00 AM,07/01/2014 12:00:00 AM,425 Littlefield Ave,"155 FIFTH ST
San Francisco, CA 94102
(37.781853, -122.405392)"
0425252-01-001,0425252,Skb Capital Inc,Sally's Restaurant & Deli,300 De Haro St 332,94103,08,5800,01/31/2008 12:00:00 AM,01/04/2012 12:00:00 AM,4159 El Camino Wy #P,"300 DE HARO ST
San Francisco, CA 94103
(37.765637, -122.401678)"
0425298-01-001,0425298,Live Sushi Bar Inc,Live Sushi Bar,2001 17th St,94103,08,5800,02/01/2008 12:00:00 AM,02/01/2008 12:00:00 AM,1 Gilbert St,"2001 17TH ST
San Francisco, CA 94103
(37.764712, -122.403696)"
0425340-01-001,0425340,Bar Jules Llc,Bar Jules,609 Hayes St,94102,08,5800,11/27/2007 12:00:00 AM,11/27/2007 12:00:00 AM,901 W 9th St Apt 606,"609 HAYES ST
San Francisco, CA 94102
(37.776423, -122.426553)"
0425388-04-001,0425388,Archuleta T & Archuleta Erin,Ichi Catering,3369 Mission St,94110,08,5812,02/05/2008 12:00:00 AM,10/02/2012 12:00:00 AM,3369 Mission Street,"3369 MISSION ST
San Francisco, CA 94110
(37.742732, -122.421729)"
0425388-05-001,0425388,Archuleta T & Archuleta Erin,Ichi Sushi,3369 Mission St,94110,08,5812,02/05/2008 12:00:00 AM,10/02/2012 12:00:00 AM,3369 Mission Street,"3369 MISSION ST
San Francisco, CA 94110
(37.742732, -122.421729)"
0425424-01-001,0425424,Jweinat Enterprises Inc,The Pub At S F S U,1650 Holloway Ave C-134,94132,08,5800,01/01/2008 12:00:00 AM,01/01/2008 12:00:00 AM,1650 Holloway Ave. C 134,"1650 HOLLOWAY AVE
San Francisco, CA 94132
(37.72091, -122.478945)"
0425429-02-001,0425429,Irving Cafe & Deli Too Inc,Mission Noodle House,4845 Mission St,94112,08,5800,01/18/2008 12:00:00 AM,08/01/2011 12:00:00 AM,4845 Mission St,"4845 MISSION ST
San Francisco, CA 94112
(37.720873, -122.437689)"
0425460-01-001,0425460,Gestalt Llc,Gestalt Haus,1799 Mission,94103,08,3079,02/07/2008 12:00:00 AM,02/07/2008 12:00:00 AM,Po Box 28234,"1799 MISSION
San Francisco, CA 94103
(37.768292, -122.419984)"
0425460-02-001,0425460,Gestalt Llc,Gestalt Zwei Haus,1799 Mission St,94103,08,3079,02/07/2008 12:00:00 AM,03/12/2008 12:00:00 AM,Po Box 28234,"1799 MISSION ST
San Francisco, CA 94103
(37.768292, -122.419984)"
0425460-03-001,0425460,Gestalt Llc,Bar Gestalt,1799 Mission St,94103,08,3079,02/07/2008 12:00:00 AM,03/12/2008 12:00:00 AM,Po Box 28234,"1799 MISSION ST
San Francisco, CA 94103
(37.768292, -122.419984)"
0425460-04-001,0425460,Gestalt Llc,Gestalt,1799 Mission St,94103,08,3079,02/07/2008 12:00:00 AM,03/12/2008 12:00:00 AM,Po Box 28234,"1799 MISSION ST
San Francisco, CA 94103
(37.768292, -122.419984)"
0425460-05-001,0425460,Gestalt Llc,Double Goner,1799 Mission St,94103,08,3079,02/07/2008 12:00:00 AM,03/12/2008 12:00:00 AM,Po Box 28234,"1799 MISSION ST
San Francisco, CA 94103
(37.768292, -122.419984)"
0425460-06-001,0425460,Gestalt Llc,Gestalt Garage,1799 Mission St,94103,08,3079,02/07/2008 12:00:00 AM,03/12/2008 12:00:00 AM,Po Box 28234,"1799 MISSION ST
San Francisco, CA 94103
(37.768292, -122.419984)"
0425460-07-001,0425460,Gestalt Llc,The Gestalt,1799 Mission St,94103,08,3079,02/07/2008 12:00:00 AM,03/12/2008 12:00:00 AM,Po Box 28234,"1799 MISSION ST
San Francisco, CA 94103
(37.768292, -122.419984)"
0425460-08-001,0425460,Gestalt Llc,Zweibar,2400 Folsom St,94103,08,3079,02/07/2008 12:00:00 AM,03/12/2008 12:00:00 AM,Po Box 28234,"2400 FOLSOM ST
San Francisco, CA 94103
(37.758896, -122.414688)"
0425639-01-001,0425639,Nopalito Llc,Nopalito,306 Broderick St,94117,08,5800,08/01/2008 12:00:00 AM,08/01/2008 12:00:00 AM,306 Broderick St,"306 BRODERICK ST
San Francisco, CA 94117
(37.77336, -122.439188)"
0425702-04-001,0425702,Burgermeister Management Inc,Burgermeister,86 Carl St,94117,08,5800,01/14/2005 12:00:00 AM,01/14/2005 12:00:00 AM,86 Carl St,"86 CARL ST
San Francisco, CA 94117
(37.765859, -122.449604)"
0425702-05-001,0425702,Burgermeister Management Inc,Burgermeister,759 Columbus Ave,94133,08,5800,01/14/2005 12:00:00 AM,01/14/2005 12:00:00 AM,86 Carl St,"759 COLUMBUS AVE
San Francisco, CA 94133
(37.801719, -122.412301)"
0425702-06-001,0425702,Burgermeister Management Inc,Burgermeister,138 Church St,94114,08,5800,01/14/2005 12:00:00 AM,01/14/2005 12:00:00 AM,86 Carl St,"138 CHURCH ST
San Francisco, CA 94114
(37.768658, -122.429058)"
0425745-02-001,0425745,Gamez Jose F,The Mission St Oyster Bar,2282 Mission St,94110,08,3079,09/14/2006 12:00:00 AM,07/01/2012 12:00:00 AM,114 Loehr St,"2282 MISSION ST
San Francisco, CA 94110
(37.760493, -122.419227)"
0425795-01-001,0425795,Makli Restaurant Inc,Daimaru Sushi,290 Sanchez St,94114,08,5800,03/01/2008 12:00:00 AM,03/01/2008 12:00:00 AM,290 Sanchez St,"290 SANCHEZ ST
San Francisco, CA 94114
(37.764506, -122.430902)"
0425872-02-001,0425872,Marcelle Corporation,Urban Picnic,125 Kearny St,94108,08,5800,02/20/2008 12:00:00 AM,11/05/2009 12:00:00 AM,125 Kearny St,"125 KEARNY ST
San Francisco, CA 94108
(37.789167, -122.403713)"
0425872-03-001,0425872,Marcelle Corporation,Urban Picnic,4039 18th Street,94114,08,5800,02/20/2008 12:00:00 AM,02/01/2014 12:00:00 AM,125 Kearny St,"4039 18TH STREET
San Francisco, CA 94114
(37.760974, -122.433658)"
0425897-01-001,0425897,Regent Thai Inc,Regent Thai Restaurant,1700 Church St,94131,08,5800,07/01/2007 12:00:00 AM,07/01/2007 12:00:00 AM,115 Hazelwood Ave,"1700 CHURCH ST
San Francisco, CA 94131
(37.743583, -122.426651)"
0425897-02-001,0425897,Regent Thai Inc,Quantum,1298 Church St,94114,08,5800,07/01/2007 12:00:00 AM,02/27/2009 12:00:00 AM,115 Hazelwood Ave,"1298 CHURCH ST
San Francisco, CA 94114
(37.750099, -122.427285)"
0426093-01-001,0426093,Sun Smoothies Llc,Quiznos,110 Bush St,94104,08,3079,03/10/2008 12:00:00 AM,03/10/2008 12:00:00 AM,3270 Cabrillo Ave Apt 413,"110 BUSH ST
San Francisco, CA 94104
(37.791283, -122.399928)"
0426150-01-001,0426150,Danka Partners Llc,Wine Jar,1870 Fillmore St,94115,08,5800,02/01/2008 12:00:00 AM,02/01/2008 12:00:00 AM,1870 Fillmore Street,"1870 FILLMORE ST
San Francisco, CA 94115
(37.786756, -122.433409)"
0426156-01-001,0426156,Just For You Cafe Inc,Just For You Cafe Inc,732 22nd St,94107,08,5800,03/01/2008 12:00:00 AM,03/01/2008 12:00:00 AM,732 22nd St,"732 22ND ST
San Francisco, CA 94107
(37.757925, -122.388741)"
0426283-01-001,0426283,New Taipei Restaurant Corp,New Taipei Restaurant Corp,2666 Ocean Ave,94132,08,5800,02/10/2008 12:00:00 AM,02/10/2008 12:00:00 AM,2666 Ocean Avenue,"2666 OCEAN AVE
San Francisco, CA 94132
(37.7322, -122.474298)"
0426348-01-001,0426348,Landry's Seafood House Inc,Rainforest Cafe Fisherman Whf,145 Jefferson St 400,94133,08,5800,01/01/2008 12:00:00 AM,01/01/2008 12:00:00 AM,1510 West Loop South,"145 JEFFERSON ST
San Francisco, CA 94133
(37.808332, -122.414851)"
0426348-02-001,0426348,Landry's Seafood House Inc,Bubba Gump Shrimp Restaurants,39 Pier M-211,94133,08,5800,01/01/2008 12:00:00 AM,01/01/2011 12:00:00 AM,1510 West Loop South,"39 PIER
San Francisco, CA 94133
(37.795541, -122.394141)"
0426457-01-001,0426457,Tommy's Joynt Inc,Tommy's Joynt Inc,1101 Geary Blvd,94109,08,5800,03/01/2008 12:00:00 AM,03/01/2008 12:00:00 AM,1101 Geary Blvd,"1101 GEARY BLVD
San Francisco, CA 94109
(37.785637, -122.421821)"
0426509-01-001,0426509,Ramos Francisco J,Bay Cooling Systems,992 Gilman St,94124,08,3079,03/05/2008 12:00:00 AM,03/05/2008 12:00:00 AM,3033 24th St,"992 GILMAN ST
San Francisco, CA 94124
(37.718134, -122.387938)"
0426509-02-001,0426509,Ramos Francisco J,Vallarta's Taco Bar,3033 24th St,94110,08,3079,03/05/2008 12:00:00 AM,11/15/2011 12:00:00 AM,3033 24th St,"3033 24TH ST
San Francisco, CA 94110
(37.752596, -122.412571)"
0426551-01-001,0426551,Fahim Shafik Pizza Zone Inc,Fahim Shafik Pizza Zone Inc,555 Beach St,94133,08,5800,02/01/2008 12:00:00 AM,02/01/2008 12:00:00 AM,555 Beach St,"555 BEACH ST
San Francisco, CA 94133
(37.806974, -122.418094)"
0426551-02-001,0426551,Fahim Shafik Pizza Zone Inc,Pizza Zone,555 Beach St,94133,08,5800,02/01/2008 12:00:00 AM,09/11/2013 12:00:00 AM,555 Beach St,"555 BEACH ST
San Francisco, CA 94133
(37.806974, -122.418094)"
0426641-01-001,0426641,South Beach Lounge Inc,Tsunami Mission Bay,301 King St B,94107,08,5800,12/31/2008 12:00:00 AM,12/31/2008 12:00:00 AM,1300 Fulton St,"301 KING ST
B San Francisco, CA 94107
"
0426643-01-001,0426643,Khalaj Alix,Royal Ground Coffee,2216 Polk St,94109,08,3079,03/07/2008 12:00:00 AM,03/07/2008 12:00:00 AM,2216 Polk St,"2216 POLK ST
San Francisco, CA 94109
(37.797164, -122.422037)"
0426739-01-001,0426739,Rothar Rua Llc,Velo Rouge Cafe,798 Arguello Blvd,94118,08,5800,03/01/2008 12:00:00 AM,03/01/2008 12:00:00 AM,798 Arguello Blvd,"798 ARGUELLO BLVD
San Francisco, CA 94118
(37.775238, -122.458445)"
0426754-01-001,0426754,Moss And Stone Llc,Academy Cafe,55 Concourse Dr,94118,08,5800,03/11/2008 12:00:00 AM,03/11/2008 12:00:00 AM,580 Valencia St,"55 CONCOURSE DR
San Francisco, CA 94118
(37.770254, -122.466801)"
0426754-02-001,0426754,Moss And Stone Llc,The Moss Room,55 Concourse Dr,94118,08,5800,03/11/2008 12:00:00 AM,03/11/2008 12:00:00 AM,580 Valencia St,"55 CONCOURSE DR
San Francisco, CA 94118
(37.770254, -122.466801)"
0426770-01-001,0426770,Village Pizzeria Inc,Village Pizzeria,1 Clement St,94118,08,5800,01/01/2007 12:00:00 AM,01/01/2007 12:00:00 AM,1 Clement St,"1 CLEMENT ST
San Francisco, CA 94118
(37.783181, -122.459339)"
0427118-01-001,0427118,Bourdolan Restaurants Llc,Bourdolan Restaurant Llc,25 Lusk St,94107,08,5812,03/20/2008 12:00:00 AM,03/20/2008 12:00:00 AM,25 Lusk St,"25 LUSK ST
San Francisco, CA 94107
(37.778396, -122.394416)"
0427118-02-001,0427118,Bourdolan Restaurants Llc,25 Lusk Restaurant,25 Lusk St,94107,08,5812,03/20/2008 12:00:00 AM,03/20/2008 12:00:00 AM,25 Lusk St,"25 LUSK ST
San Francisco, CA 94107
(37.778396, -122.394416)"
0427118-03-001,0427118,Bourdolan Restaurants Llc,Twenty-Five Lusk Restaurant,25 Lusk St,94107,08,5812,03/20/2008 12:00:00 AM,03/20/2008 12:00:00 AM,25 Lusk St,"25 LUSK ST
San Francisco, CA 94107
(37.778396, -122.394416)"
0427147-01-001,0427147,Hamburg-Tretau Inc,Nook,1500 Hyde St,94109,08,5800,03/20/2008 12:00:00 AM,03/20/2008 12:00:00 AM,1500 Hyde St,"1500 HYDE ST
San Francisco, CA 94109
(37.794689, -122.418149)"
0427243-01-001,0427243,Working Girls Cafe Inc Spear,Working Girls Cafe,100 Spear St 140,94105,08,5800,03/16/2008 12:00:00 AM,03/16/2008 12:00:00 AM,100 Spear St #140,"100 SPEAR ST
San Francisco, CA 94105
(37.792355, -122.393839)"
0427245-01-001,0427245,Workng Grls Cafe Inc New Montg,Working Girls Cafe,122 New Montgomery St,94105,08,5800,03/16/2008 12:00:00 AM,03/16/2008 12:00:00 AM,122 New Montgomery St,"122 NEW MONTGOMERY ST
San Francisco, CA 94105
(37.787066, -122.400017)"
0427287-01-001,0427287,"Toast Eatery, Inc",Toast Eatery,96 Inverness,94132,08,5800,03/25/2008 12:00:00 AM,03/25/2008 12:00:00 AM,3991 24th St,"96 INVERNESS
San Francisco, CA 94132
(37.732528, -122.482766)"
0427287-01-002,0427287,"Toast Eatery, Inc",Toast Eatery,3991 24th St,94114,08,5800,03/25/2008 12:00:00 AM,06/23/2008 12:00:00 AM,3991 24th St,"3991 24TH ST
San Francisco, CA 94114
(37.751449, -122.431634)"
0427344-01-001,0427344,Pho Vung Tau Inc,Pho Vung Tau Inc,708 Vallejo St,94133,08,5800,03/26/2008 12:00:00 AM,03/26/2008 12:00:00 AM,708 Vallejo St,"708 VALLEJO ST
San Francisco, CA 94133
(37.798521, -122.40929)"
0427358-02-001,0427358,Lee Young Taek,Jenny's Burger,1233 9th Ave,94122,08,3079,04/10/2008 12:00:00 AM,07/08/2008 12:00:00 AM,1233 9th Ave,"1233 9TH AVE
San Francisco, CA 94122
(37.765288, -122.466397)"
0427392-01-001,0427392,Reem's Inc,Natural Sensations,1650 Holloway St 134,94132,08,5800,04/01/2008 12:00:00 AM,04/01/2008 12:00:00 AM,724 Pepper Dr,"1650 HOLLOWAY ST
San Francisco, CA 94132
(37.72091, -122.478945)"
0427400-01-001,0427400,Udupi Palace,Udupi Palace,1007 Valencia St 12,94110,08,5800,04/15/2008 12:00:00 AM,04/15/2008 12:00:00 AM,10071/2 Valencia St,"1007 VALENCIA ST
San Francisco, CA 94110
(37.756646, -122.421102)"
0427406-01-001,0427406,Cello Concept Inc,Cello,50 Fremont,94105,08,5800,03/28/2008 12:00:00 AM,03/28/2008 12:00:00 AM,121 Brodia Way,"50 FREMONT
San Francisco, CA 94105
(37.790767, -122.3971)"
0427406-02-001,0427406,Cello Concept Inc,Casa Piena,50 Fremont St,94105,08,5800,03/28/2008 12:00:00 AM,03/15/2014 12:00:00 AM,121 Brodia Way,"50 FREMONT ST
San Francisco, CA 94105
(37.790767, -122.3971)"
0427437-01-001,0427437,Bistro Burger Inc,Bistro Burger,201 Mission St,94105,08,5800,07/01/2007 12:00:00 AM,07/01/2007 12:00:00 AM,190 Estates Dr,"201 MISSION ST
San Francisco, CA 94105
(37.791663, -122.395179)"
0427437-01-002,0427437,Bistro Burger Inc,Bistro Burger,333 Bush St,94104,08,5800,07/01/2007 12:00:00 AM,07/01/2007 12:00:00 AM,190 Estates Dr,"333 BUSH ST
San Francisco, CA 94104
(37.790878, -122.403151)"
0427437-01-003,0427437,Bistro Burger Inc,Bistro Burger,343 Sansome St,94104,08,5800,07/01/2007 12:00:00 AM,07/01/2007 12:00:00 AM,190 Estates Dr,"343 SANSOME ST
San Francisco, CA 94104
(37.793686, -122.401278)"
0427544-01-001,0427544,The Ramp Restaurant Co,The Ramp,855 Terry Francois St,94158,08,5800,04/01/2008 12:00:00 AM,04/01/2008 12:00:00 AM,835 Terry Francois St,"855 TERRY FRANCOIS ST
San Francisco, CA 94158
(37.764845, -122.387337)"
0427616-01-001,0427616,Jump Frog Inc,Nicks Crispy Tacos,1500 Broadway St,94109,08,5800,03/29/2008 12:00:00 AM,03/29/2008 12:00:00 AM,346 Grand Av 2nd Fl,"1500 BROADWAY ST
San Francisco, CA 94109
(37.795947, -122.422026)"
0427763-01-001,0427763,Epicenter Cafe Llc,Epicenter Cafe,764 Harrison St,94107,08,5812,04/09/2008 12:00:00 AM,04/09/2008 12:00:00 AM,764 Harrison St,"764 HARRISON ST
San Francisco, CA 94107
(37.781426, -122.398827)"
0427783-01-001,0427783,Prokopos G Panagiotopoulos Jim,Georges Bbq On 24th,3231 24th St,94110,08,5812,04/09/2008 12:00:00 AM,04/09/2008 12:00:00 AM,3231 24th Street,"3231 24TH ST
San Francisco, CA 94110
(37.752327, -122.417012)"
0427783-02-001,0427783,Prokopos G Panagiotopoulos Jim,Georges Bbq,3231 24th St,94110,08,5812,04/09/2008 12:00:00 AM,04/09/2008 12:00:00 AM,3231 24th Street,"3231 24TH ST
San Francisco, CA 94110
(37.752327, -122.417012)"
0427796-01-001,0427796,Wahoo International Llc,Club Mari's,1581 Webster St 240,94115,08,5800,03/25/2008 12:00:00 AM,03/25/2008 12:00:00 AM,1581 Webster St #240,"1581 WEBSTER ST
San Francisco, CA 94115
(37.784784, -122.431334)"
0427796-02-001,0427796,Wahoo International Llc,Dining Room Mogura,1581 Webster St 240,94115,08,5800,03/25/2008 12:00:00 AM,08/25/2008 12:00:00 AM,1581 Webster St #240,"1581 WEBSTER ST
San Francisco, CA 94115
(37.784784, -122.431334)"
0427803-01-001,0427803,Ghodhbane Mohamed A Amor,Bellissimo Pizza,920 Sutter St,94109,08,3079,04/10/2008 12:00:00 AM,04/10/2008 12:00:00 AM,142 22nd Av Apt 3,"920 SUTTER ST
San Francisco, CA 94109
(37.788362, -122.415437)"
0427981-01-001,0427981,Crave Polk Partners Lp,Crave,2164 Polk St,94109,08,5812,05/01/2008 12:00:00 AM,05/01/2008 12:00:00 AM,2164 Polk St,"2164 POLK ST
San Francisco, CA 94109
(37.796729, -122.421948)"
0428045-01-001,0428045,Leapgroup Inc,Lee Hou Restaurant,332 Clement St,94118,08,5800,04/16/2008 12:00:00 AM,04/16/2008 12:00:00 AM,0000 Undeliverable Mail,"332 CLEMENT ST
SAN FRANCISCO, CA 94118
(37.783029, -122.46291)"
0428247-01-001,0428247,Joey And Eddie's Llc,Joey And Eddie's,1652 Stockton St,94133,08,5812,04/01/2008 12:00:00 AM,04/01/2008 12:00:00 AM,1880 Pleasant Valley Ave,"1652 STOCKTON ST
San Francisco, CA 94133
(37.801075, -122.409302)"
0428254-01-001,0428254,K 2008 Corporation,K's Kitchen,757 Monterey Blvd,94127,08,5800,05/01/2008 12:00:00 AM,05/01/2008 12:00:00 AM,757 Monterey Blvd,"757 MONTEREY BLVD
San Francisco, CA 94127
(37.731495, -122.452389)"
0428287-01-001,0428287,Lee Misook,City Light Cafe,3251 20th Ave 250b,94132,08,3079,04/01/2008 12:00:00 AM,04/01/2008 12:00:00 AM,3251 20th Ave 250b,"3251 20TH AVE
San Francisco, CA 94132
(37.727905, -122.475605)"
0428302-01-001,0428302,1840 Haight Inc,Milk Bar,1840 Haight St,94117,08,5800,06/01/2007 12:00:00 AM,06/01/2007 12:00:00 AM,563 11th Ave,"1840 HAIGHT ST
San Francisco, CA 94117
(37.769277, -122.452556)"
0428302-02-001,0428302,1840 Haight Inc,Galaxy Club,1840 Haight St,94117,08,5800,06/01/2007 12:00:00 AM,06/01/2007 12:00:00 AM,563 11th Ave,"1840 HAIGHT ST
San Francisco, CA 94117
(37.769277, -122.452556)"
0428361-01-001,0428361,Kimos Cocktails Inc,Kimos Cocktails Inc,1351 Polk St,94109,08,5800,04/01/2008 12:00:00 AM,04/01/2008 12:00:00 AM,5100 Clayton Rd Ste B1 Pmb 116,"1351 POLK ST
San Francisco, CA 94109
(37.789307, -122.420437)"
0428435-01-001,0428435,Shams Sasan,Pomodoro Pizza,240 Kearny St,94108,08,3079,05/15/2008 12:00:00 AM,05/15/2008 12:00:00 AM,240 Kearny St,"240 KEARNY ST
San Francisco, CA 94108
(37.790368, -122.403963)"
