,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,Source Zipcode,Class Code,PBC Code,Business Start Date,Location Start Date,Mail Address,Address,City_State_Zipcode,lat_long,geometry,area,length,po_name,state,zip
1652,0387439-03-001,387439,Plan A Productions Llc,The Usual Suspects Cafe,450 Broadway St,94133,8,5800,10/18/2010 12:00:00 AM,10/18/2010 12:00:00 AM,596 Valley St,450 BROADWAY ST,"San Francisco, CA 94133","(37.798112, -122.404717)",POINT (-122.404717 37.798112),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1688,0389571-01-001,389571,Kuang Guo Q,Eastern Han,1463 Powell St,94133,8,3079,07/06/2005 12:00:00 AM,10/12/2005 12:00:00 AM,1463 Powell St,1463 POWELL ST,"San Francisco, CA 94133","(37.798026, -122.410414)",POINT (-122.410414 37.798026),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1707,0390572-01-001,390572,La Pizza Inferno,Cinecitta,663 Union St,94133,8,5800,09/15/2005 12:00:00 AM,09/15/2005 12:00:00 AM,663 Union St,663 UNION ST,"San Francisco, CA 94133","(37.800285, -122.410525)",POINT (-122.410525 37.800285),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1734,0391705-06-001,391705,New England Dough Boys Inc,Reveille Coffee Co,200 Columbus Ave,94133,8,5800,04/15/2010 12:00:00 AM,08/24/2012 12:00:00 AM,937 Harrison St,200 COLUMBUS AVE,"San Francisco, CA 94133","(37.797401, -122.406009)",POINT (-122.406009 37.797401),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1740,0391761-07-001,391761,Bay Bread Llc,Boulange De Columbus,543 Columbus Ave,94133,8,5812,10/10/2005 12:00:00 AM,06/20/2006 12:00:00 AM,Po Box 34442 Tax 2,543 COLUMBUS AVE,"San Francisco, CA 94133","(37.799849, -122.409618)",POINT (-122.409618 37.799849),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1760,0392410-01-001,392410,Danilo Bakery Inc,Danilo Bakery Inc,516 Green St,94133,8,5800,10/13/2005 12:00:00 AM,10/13/2005 12:00:00 AM,516 Green St,516 GREEN ST,"San Francisco, CA 94133","(37.799664, -122.407796)",POINT (-122.407796 37.799664),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1761,0392410-02-001,392410,Danilo Bakery Inc,Caffe Baonecci,516 Green St,94133,8,5800,10/13/2005 12:00:00 AM,03/01/2010 12:00:00 AM,516 Green St,516 GREEN ST,"San Francisco, CA 94133","(37.799664, -122.407796)",POINT (-122.407796 37.799664),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1770,0392939-01-001,392939,New Green Garden Inc,Green Garden Restaurant,434 Broadway St,94133,8,5800,11/01/2005 12:00:00 AM,11/01/2005 12:00:00 AM,434 Broadway St,434 BROADWAY ST,"San Francisco, CA 94133","(37.798144, -122.40445)",POINT (-122.40445 37.798144),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1774,0393245-02-001,393245,Nass Enterprise Llc,Denny's Beach St,495 Beach St,94133,8,5812,11/04/2005 12:00:00 AM,03/01/2007 12:00:00 AM,5009 Debbie Ct 5009 Debbie Ct,495 BEACH ST,"San Francisco, CA 94133","(37.807087, -122.417195)",POINT (-122.417195 37.807087),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1853,0396253-01-001,396253,Primetime Desserts Inc,Mrs Field's Cookies Pier 39,Pier 39 B-06,94133,8,5800,05/01/2006 12:00:00 AM,05/01/2006 12:00:00 AM,3001 Geary Blvd #201,06 San,"Francisco, CA 94133","(37.799393, -122.406246)",POINT (-122.406246 37.799393),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1878,0397047-01-001,397047,Happy Chinese Restaurant Inc,Happy Chinese Restaurant Inc,1324 Powell St,94133,8,5800,04/01/2006 12:00:00 AM,04/01/2006 12:00:00 AM,1324-1326 Powell St,1324 POWELL ST,"San Francisco, CA 94133","(37.796841, -122.410149)",POINT (-122.410149 37.796841),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1882,0397111-01-004,397111,Darioush Inc,Darioush Inc,800 Chestnut St,94133,8,5800,03/29/2006 12:00:00 AM,08/01/2012 12:00:00 AM,900 Doolittle Dr 7a,800 CHESTNUT ST,"San Francisco, CA 94133","(37.803265, -122.417126)",POINT (-122.417126 37.803265),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1887,0397191-01-001,397191,Kligerman Gregory,Gelato Classico,576 Union St,94132,8,3079,02/22/2006 12:00:00 AM,02/22/2006 12:00:00 AM,576 Union St,576 UNION ST,"San Francisco, CA 94132","(37.800496, -122.40877)",POINT (-122.40877 37.800496),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1888,0397191-02-001,397191,Kligerman Gregory,Gelato Classico Italian Ice Cr,576 Union St,94133,8,3079,02/22/2006 12:00:00 AM,06/25/2012 12:00:00 AM,576 Union St,576 UNION ST,"San Francisco, CA 94133","(37.800496, -122.40877)",POINT (-122.40877 37.800496),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1907,0397955-02-001,397955,Club Funston Llc,The Boardroom,1609 Powell St,94133,8,5812,06/01/2006 12:00:00 AM,02/15/2008 12:00:00 AM,1609 Powell St,1609 POWELL ST,"San Francisco, CA 94133","(37.799499, -122.4107)",POINT (-122.4107 37.799499),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1910,0398082-01-001,398082,Fazzari Valentino A,Toto,501 Columbus Ave,94108,8,3079,04/25/2006 12:00:00 AM,04/25/2006 12:00:00 AM,Po Box 40578,501 COLUMBUS AVE,"San Francisco, CA 94108","(37.799801, -122.409547)",POINT (-122.409547 37.799801),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1912,0398082-02-001,398082,Fazzari Valentino A,Caffettino,501 Columbus Ave,94133,8,3079,04/25/2006 12:00:00 AM,12/05/2007 12:00:00 AM,Po Box 40578,501 COLUMBUS AVE,"San Francisco, CA 94133","(37.799801, -122.409547)",POINT (-122.409547 37.799801),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1934,0398850-01-001,398850,"Dimaggio Restaurant, Inc(jdsf)",Joe Dimaggio's Italian Chophse,601 Union St,94133,8,5800,06/15/2006 12:00:00 AM,06/15/2006 12:00:00 AM,1875 Olympic Blvd Ste #105,601 UNION ST,"San Francisco, CA 94133","(37.800418, -122.409409)",POINT (-122.409409 37.800418),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1935,0398850-02-001,398850,"Dimaggio Restaurant, Inc(jdsf)",Jdsf,601 Union St,94133,8,5800,06/15/2006 12:00:00 AM,08/20/2008 12:00:00 AM,1875 Olympic Blvd Ste #105,601 UNION ST,"San Francisco, CA 94133","(37.800418, -122.409409)",POINT (-122.409409 37.800418),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1948,0399050-01-001,399050,Gavan Llc,Buster's Restaurant,366 Columbus Ave,94133,8,5812,10/01/2004 12:00:00 AM,10/01/2004 12:00:00 AM,366 Columbus Ave,366 COLUMBUS AVE,"San Francisco, CA 94133","(37.798441, -122.407461)",POINT (-122.407461 37.798441),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1949,0399225-01-001,399225,Byblos Bar & Grill Inc,Byblos Bar & Grill,270 Columbus Ave,94133,8,5800,06/05/2006 12:00:00 AM,06/05/2006 12:00:00 AM,274 Redwood Shores Pkwy #533,270 COLUMBUS AVE,"San Francisco, CA 94133","(37.797665, -122.406319)",POINT (-122.406319 37.797665),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1950,0399225-02-001,399225,Byblos Bar & Grill Inc,Bbg,270 Columbus Ave,94133,8,5800,06/05/2006 12:00:00 AM,06/05/2006 12:00:00 AM,274 Redwood Shores Pkwy #533,270 COLUMBUS AVE,"San Francisco, CA 94133","(37.797665, -122.406319)",POINT (-122.406319 37.797665),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1960,0399432-01-001,399432,Vargas Enrique & Mendez Hilda,Isabella's Cafe,1414 Taylor St,94133,8,3079,06/01/2006 12:00:00 AM,06/01/2006 12:00:00 AM,1414 Taylor St,1414 TAYLOR ST,"San Francisco, CA 94133","(37.795328, -122.413228)",POINT (-122.413228 37.795328),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1961,0399432-02-001,399432,Vargas Enrique & Mendez Hilda,Cafe Isabella,1414 Taylor St,94133,8,3079,06/01/2006 12:00:00 AM,08/08/2006 12:00:00 AM,1414 Taylor St,1414 TAYLOR ST,"San Francisco, CA 94133","(37.795328, -122.413228)",POINT (-122.413228 37.795328),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
1966,0399682-01-001,399682,Esposito Santolo,Cavalli Books And Caffe,1441 Stockton St,94133,8,3079,07/01/2006 12:00:00 AM,07/01/2006 12:00:00 AM,1441 Stockton St,1441 STOCKTON ST,"San Francisco, CA 94133","(37.799181, -122.408934)",POINT (-122.408934 37.799181),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2004,0401455-01-001,401455,Blue Sky Restaurant Llc,Blue Sky Restaurant,1504 Powell St,94133,8,5800,08/23/2006 12:00:00 AM,09/01/2006 12:00:00 AM,1504 Powell St,1504 POWELL ST,"San Francisco, CA 94133","(37.798397, -122.410499)",POINT (-122.410499 37.798397),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2020,0402368-01-001,402368,H S D Enterprises Inc,Hollywood Cafe,530 North Point St,94133,8,5800,10/01/2006 12:00:00 AM,10/01/2006 12:00:00 AM,530 North Point St,530 NORTH POINT ST,"San Francisco, CA 94133","(37.806291, -122.415933)",POINT (-122.415933 37.806291),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2095,0413962-01-001,413962,Chien Sherry,Justa Bite,725 Columbus Av,94133,8,3079,03/01/2007 12:00:00 AM,03/01/2007 12:00:00 AM,720 Great Highway #3,725 COLUMBUS AV,"San Francisco, CA 94133","(37.80146, -122.411923)",POINT (-122.411923 37.80146),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2118,0415394-02-001,415394,Awadalla Ala,Pizzelle Di North Beach,314 Columbus Ave,94133,8,3079,03/23/2007 12:00:00 AM,06/24/2008 12:00:00 AM,314 Columbus Ave,314 COLUMBUS AVE,"San Francisco, CA 94133","(37.798072, -122.406906)",POINT (-122.406906 37.798072),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2122,0415627-02-001,415627,King Jason A,Churchkey,1402 Grant Ave,94133,8,3079,04/01/2007 12:00:00 AM,11/01/2008 12:00:00 AM,1166 Geneva Ave,1402 GRANT AVE,"San Francisco, CA 94133","(37.799731, -122.407411)",POINT (-122.407411 37.799731),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2127,0416491-01-001,416491,Luu Corp,Horizon,490-498 Broadway St,94133,8,5800,04/05/2007 12:00:00 AM,04/05/2007 12:00:00 AM,550 Barneveld Ave,490 498 BROADWAY ST,"San Francisco, CA 94133","(37.798046, -122.405232)",POINT (-122.405232 37.798046),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2128,0416491-03-001,416491,Luu Corp,Horizon/score,490-498 Broadway St,94133,8,5800,04/05/2007 12:00:00 AM,05/13/2014 12:00:00 AM,550 Barneveld Ave,490 498 BROADWAY ST,"San Francisco, CA 94133","(37.798046, -122.405232)",POINT (-122.405232 37.798046),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2131,0416578-02-001,416578,"Campo Dei Fiori, Inc",E Tutto Qua,270 Columbus Ave,94133,8,5800,03/26/2007 12:00:00 AM,04/25/2007 12:00:00 AM,173 Marina Blvd,270 COLUMBUS AVE,"San Francisco, CA 94133","(37.797665, -122.406319)",POINT (-122.406319 37.797665),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2157,0418701-01-001,418701,Grape Restaurant Inc,Dell'uva,565 Green St,94133,8,5800,05/23/2007 12:00:00 AM,05/23/2007 12:00:00 AM,565 Green St,565 GREEN ST,"San Francisco, CA 94133","(37.799591, -122.408422)",POINT (-122.408422 37.799591),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2195,0420860-01-001,420860,Arrington James R,Avenue G,1570 Stockton St,94133,8,3079,08/15/2007 12:00:00 AM,08/15/2007 12:00:00 AM,8016 W 12th Ave,1570 STOCKTON ST,"San Francisco, CA 94133","(37.800302, -122.409155)",POINT (-122.409155 37.800302),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2196,0420860-02-001,420860,Arrington James R,The Square,1570 Stockton St,94133,8,3079,08/15/2007 12:00:00 AM,04/01/2008 12:00:00 AM,8016 W 12th Ave,1570 STOCKTON ST,"San Francisco, CA 94133","(37.800302, -122.409155)",POINT (-122.409155 37.800302),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2216,0422158-01-001,422158,Far East Cafe Inc,China House Jumbo Seafood Rst,2237 Powell St,94133,8,5800,09/01/2007 12:00:00 AM,09/01/2007 12:00:00 AM,2237 Powell St,2237 POWELL ST,"San Francisco, CA 94133","(37.805535, -122.411904)",POINT (-122.411904 37.805535),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2224,0422749-01-001,422749,Sfsd Inc,Subway Sandwiches #11785,2698 Mason St,94133,8,5800,10/17/2007 12:00:00 AM,10/17/2007 12:00:00 AM,Po Box 640900,2698 MASON ST,"San Francisco, CA 94133","(37.808196, -122.414118)",POINT (-122.414118 37.808196),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2248,0423722-03-001,423722,King Of Thai Noodle House Bar,King Of Thai Noodle House& Bar,1268 Grant Ave,94133,8,5800,01/01/2008 12:00:00 AM,11/01/2008 12:00:00 AM,142 San Filipe Ave,1268 GRANT AVE,"San Francisco, CA 94133","(37.798613, -122.40719)",POINT (-122.40719 37.798613),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2249,0423722-04-001,423722,King Of Thai Noodle House Bar,King Cha-Cha Bar,1234 Grant Ave,94133,8,5800,01/01/2008 12:00:00 AM,10/05/2010 12:00:00 AM,142 San Filipe Ave,1234 GRANT AVE,"San Francisco, CA 94133","(37.798504, -122.407169)",POINT (-122.407169 37.798504),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2303,0425702-05-001,425702,Burgermeister Management Inc,Burgermeister,759 Columbus Ave,94133,8,5800,01/14/2005 12:00:00 AM,01/14/2005 12:00:00 AM,86 Carl St,759 COLUMBUS AVE,"San Francisco, CA 94133","(37.801719, -122.412301)",POINT (-122.412301 37.801719),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2315,0426348-01-001,426348,Landry's Seafood House Inc,Rainforest Cafe Fisherman Whf,145 Jefferson St 400,94133,8,5800,01/01/2008 12:00:00 AM,01/01/2008 12:00:00 AM,1510 West Loop South,145 JEFFERSON ST,"San Francisco, CA 94133","(37.808332, -122.414851)",POINT (-122.414851 37.808332),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2320,0426551-01-001,426551,Fahim Shafik Pizza Zone Inc,Fahim Shafik Pizza Zone Inc,555 Beach St,94133,8,5800,02/01/2008 12:00:00 AM,02/01/2008 12:00:00 AM,555 Beach St,555 BEACH ST,"San Francisco, CA 94133","(37.806974, -122.418094)",POINT (-122.418094 37.806974),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2321,0426551-02-001,426551,Fahim Shafik Pizza Zone Inc,Pizza Zone,555 Beach St,94133,8,5800,02/01/2008 12:00:00 AM,09/11/2013 12:00:00 AM,555 Beach St,555 BEACH ST,"San Francisco, CA 94133","(37.806974, -122.418094)",POINT (-122.418094 37.806974),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2336,0427344-01-001,427344,Pho Vung Tau Inc,Pho Vung Tau Inc,708 Vallejo St,94133,8,5800,03/26/2008 12:00:00 AM,03/26/2008 12:00:00 AM,708 Vallejo St,708 VALLEJO ST,"San Francisco, CA 94133","(37.798521, -122.40929)",POINT (-122.40929 37.798521),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2355,0428247-01-001,428247,Joey And Eddie's Llc,Joey And Eddie's,1652 Stockton St,94133,8,5812,04/01/2008 12:00:00 AM,04/01/2008 12:00:00 AM,1880 Pleasant Valley Ave,1652 STOCKTON ST,"San Francisco, CA 94133","(37.801075, -122.409302)",POINT (-122.409302 37.801075),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2409,0430907-01-001,430907,Vicoletto Inc,Vicoletto,550 Green St,94133,8,5800,06/01/2008 12:00:00 AM,06/01/2008 12:00:00 AM,550 Green St,550 GREEN ST,"San Francisco, CA 94133","(37.799602, -122.408322)",POINT (-122.408322 37.799602),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2448,0432489-01-001,432489,Li Keng Heng,New Regent Cafe,638 Pacific Ave,94133,8,3079,11/01/2008 12:00:00 AM,11/01/2008 12:00:00 AM,638 Pacific Ave,638 PACIFIC AVE,"San Francisco, CA 94133","(37.796969, -122.406325)",POINT (-122.406325 37.796969),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2461,0432847-01-001,432847,Taquerias Aurora Preciado Inc,Taqueria San Jose #3,2257 Mason St,94133,8,5800,10/03/2008 12:00:00 AM,10/03/2008 12:00:00 AM,2257 Mason Street,2257 MASON ST,"San Francisco, CA 94133","(37.804473, -122.413378)",POINT (-122.413378 37.804473),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2531,0436011-01-001,436011,Int'l School Of Pizza Inc,Tony's Pizza Napoletana,1570 Stockton St,94133,8,5800,02/10/2009 12:00:00 AM,02/10/2009 12:00:00 AM,1570 Stockton St,1570 STOCKTON ST,"San Francisco, CA 94133","(37.800302, -122.409155)",POINT (-122.409155 37.800302),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2532,0436011-02-001,436011,Int'l School Of Pizza Inc,International School Of Pizza,1556 Stockton St,94133,8,5800,02/10/2009 12:00:00 AM,07/15/2010 12:00:00 AM,1570 Stockton St,1556 STOCKTON ST,"San Francisco, CA 94133","(37.800197, -122.409136)",POINT (-122.409136 37.800197),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2623,0440548-01-001,440548,Suh & Kuk Inc,Miyabi Sushi,393 Bay St,94133,8,5800,06/03/2009 12:00:00 AM,06/03/2009 12:00:00 AM,4144 24th St #1,393 BAY ST,"San Francisco, CA 94133","(37.805628, -122.41351)",POINT (-122.41351 37.805628),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2630,0440665-01-001,440665,Awadalla Omar A,Nizarios Pizza #4,555 Broadway,94133,8,3079,07/15/2009 12:00:00 AM,07/15/2009 12:00:00 AM,361 Adris Ave,555 BROADWAY,"San Francisco, CA 94133","(37.79792, -122.406245)",POINT (-122.406245 37.79792),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2647,0441138-01-001,441138,Galvan Marcos,Taqueria Guadalupe,2820 Jones St,94133,8,3079,08/10/2009 12:00:00 AM,08/10/2009 12:00:00 AM,574 Prentiss St,2820 JONES ST,"San Francisco, CA 94133","(37.807141, -122.417268)",POINT (-122.417268 37.807141),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2664,0441547-01-001,441547,Quince Pacific Avenue Llc,Quince Restaurant,470 Pacific Ave,94133,8,5812,08/12/2009 12:00:00 AM,08/12/2009 12:00:00 AM,470 Pacific Ave,470 PACIFIC AVE,"San Francisco, CA 94133","(37.797349, -122.403337)",POINT (-122.403337 37.797349),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2665,0441547-02-001,441547,Quince Pacific Avenue Llc,Cotogna,470 Pacific Ave,94133,8,5812,08/12/2009 12:00:00 AM,08/12/2009 12:00:00 AM,470 Pacific Ave,470 PACIFIC AVE,"San Francisco, CA 94133","(37.797349, -122.403337)",POINT (-122.403337 37.797349),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2678,0441789-01-001,441789,Chow Mei Chung Wong,Yummy Bbq Kitchen,683 Broadway St,94133,8,3079,08/15/2009 12:00:00 AM,08/15/2009 12:00:00 AM,683 Broadway St,683 BROADWAY ST,"San Francisco, CA 94133","(37.797657, -122.408362)",POINT (-122.408362 37.797657),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2683,0441981-01-001,441981,Al-Asad Amjad,Gino's Pizza,421 Beach St,94133,8,3079,08/27/2009 12:00:00 AM,08/27/2009 12:00:00 AM,0000 Undeliverable Mail,421 BEACH ST,"San Francisco, CA 94133","(37.807249, -122.415954)",POINT (-122.415954 37.807249),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2697,0442558-01-001,442558,Maykadeh Llc,Maykadeh Llc,470 Green St,94133,8,5800,09/15/2009 12:00:00 AM,09/15/2009 12:00:00 AM,470 Green St,470 GREEN ST,"San Francisco, CA 94133","(37.799766, -122.406991)",POINT (-122.406991 37.799766),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2698,0442558-02-001,442558,Maykadeh Llc,Maykadeh Restaurant,470 Green St,94133,8,5800,09/15/2009 12:00:00 AM,09/15/2009 12:00:00 AM,470 Green St,470 GREEN ST,"San Francisco, CA 94133","(37.799766, -122.406991)",POINT (-122.406991 37.799766),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2699,0442558-04-001,442558,Maykadeh Llc,Halal Catering & Delivery,470 Green St,94133,8,5800,09/15/2009 12:00:00 AM,03/12/2010 12:00:00 AM,470 Green St,470 GREEN ST,"San Francisco, CA 94133","(37.799766, -122.406991)",POINT (-122.406991 37.799766),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2700,0442558-05-001,442558,Maykadeh Llc,American Fare,470 Green St,94133,8,5800,09/15/2009 12:00:00 AM,07/28/2010 12:00:00 AM,470 Green St,470 GREEN ST,"San Francisco, CA 94133","(37.799766, -122.406991)",POINT (-122.406991 37.799766),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2708,0443015-01-001,443015,Don Pisto Restaurants Llc,Don Pisto's,510 Union St,94133,8,5812,10/29/2009 12:00:00 AM,10/29/2009 12:00:00 AM,1295 30th Ave,510 UNION ST,"San Francisco, CA 94133","(37.800606, -122.407943)",POINT (-122.407943 37.800606),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2712,0443130-01-001,443130,Subway On Jefferson Inc,Subway,333 Jefferson St 125,94133,8,5800,10/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,631 Parkview Circle,333 JEFFERSON ST,"San Francisco, CA 94133","(37.807926, -122.418091)",POINT (-122.418091 37.807926),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2741,0444245-01-001,444245,Rosso And Bianco Llc,Cafe Zoetrope,916 Kearny St,94133,8,5800,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,916 Kearny St.,916 KEARNY ST,"San Francisco, CA 94133","(37.796382, -122.405201)",POINT (-122.405201 37.796382),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2748,0444410-01-001,444410,Cani Caldi Inc,The Dog Father,532 Green St,94133,8,5800,11/20/2009 12:00:00 AM,11/20/2009 12:00:00 AM,532 Green St,532 GREEN ST,"San Francisco, CA 94133","(37.799643, -122.407963)",POINT (-122.407963 37.799643),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2774,0445262-01-001,445262,Hot Spud Llc,Hot Spud,2640 Mason St,94133,8,5812,01/07/2010 12:00:00 AM,01/20/2010 12:00:00 AM,236 West Portal Ave #543,2640 MASON ST,"San Francisco, CA 94133","(37.807878, -122.414058)",POINT (-122.414058 37.807878),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2780,0445551-01-001,445551,James & Young Llc,Yokohama Japanese Restaurant,229 Columbus Ave,94133,8,5800,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,229 Columbus Avenue,229 COLUMBUS AVE,"San Francisco, CA 94133","(37.797533, -122.406288)",POINT (-122.406288 37.797533),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2830,0447659-01-001,447659,Bounvicino Inc,Colosseo Ristorante & Bar Ital,414 Columbus Ave,94133,8,5800,04/01/2010 12:00:00 AM,04/01/2010 12:00:00 AM,414 Columbus Avenue,414 COLUMBUS AVE,"San Francisco, CA 94133","(37.798877, -122.408095)",POINT (-122.408095 37.798877),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2862,0448999-01-001,448999,Fletcher Products Corporation,Cafe Delucchi Inc,1526 Powell St,94133,8,5800,01/01/2010 12:00:00 AM,01/01/2010 12:00:00 AM,500 Columbus Street 1526 Powell Street,1526 POWELL ST,"San Francisco, CA 94133","(37.79887, -122.410585)",POINT (-122.410585 37.79887),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2924,0451018-01-001,451018,The Barrel Cellar Llc,Barrique,461 Pacific Ave,94133,8,5800,07/25/2010 12:00:00 AM,07/25/2010 12:00:00 AM,0000 Undeliverable Mail,461 PACIFIC AVE,"SAN FRANCISCO, CA 94133","(37.797375, -122.403123)",POINT (-122.403123 37.797375),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2985,0452801-02-001,452801,Yin Chei Chen,Yin Mcdonalds,145 Jefferson St 200,94133,8,3079,10/01/2010 12:00:00 AM,10/01/2010 12:00:00 AM,185 Butcher Rd,145 JEFFERSON ST,"San Francisco, CA 94133","(37.808332, -122.414851)",POINT (-122.414851 37.808332),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
2995,0453275-01-001,453275,Habana Sf,Habana Sf,1326 Grant Ave,94133,8,5800,05/19/2006 12:00:00 AM,05/19/2006 12:00:00 AM,337 Country View Dr,1326 GRANT AVE,"San Francisco, CA 94133","(37.79902, -122.407271)",POINT (-122.407271 37.79902),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
3030,0454283-01-001,454283,Ramaa Corporation,Cafe Capriccio,2200 Mason St,94133,8,5800,11/22/2010 12:00:00 AM,11/22/2010 12:00:00 AM,2200 Mason St,2200 MASON ST,"San Francisco, CA 94133","(37.803766, -122.413222)",POINT (-122.413222 37.803766),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
3088,0455820-02-001,455820,Qin Jingwen/choi Un Kuan,Souffles Cafe,1401 Powell St,94109,8,3079,08/02/2011 12:00:00 AM,08/02/2011 12:00:00 AM,1401 Powell St,1401 POWELL ST,"San Francisco, CA 94109","(37.797622, -122.41032)",POINT (-122.41032 37.797622),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
3099,0456104-01-001,456104,Ngov Elbert,Happy Donut,145 Columbus Ave,94133,8,3079,02/01/2011 12:00:00 AM,02/01/2011 12:00:00 AM,145 Columbus Ave,145 COLUMBUS AVE,"San Francisco, CA 94133","(37.797021, -122.40546)",POINT (-122.40546 37.797021),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
3107,0456449-01-001,456449,425 North Point St Srvcs Llc,Cafe Pescatore,2455 Mason St,94111,8,5812,02/16/2011 12:00:00 AM,02/16/2011 12:00:00 AM,101 California Street Suite 950,2455 MASON ST,"San Francisco, CA 94111","(37.806133, -122.413712)",POINT (-122.413712 37.806133),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
3108,0456449-02-001,456449,425 North Point St Srvcs Llc,Pescatore Restaurant,2455 Mason St,94108,8,5812,02/16/2011 12:00:00 AM,09/01/2013 12:00:00 AM,101 California Street Suite 950,2455 MASON ST,"San Francisco, CA 94108","(37.806133, -122.413712)",POINT (-122.413712 37.806133),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
